months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,auto_make,auto_model,auto_year,total_claim_amount
156,37,384618,IN,500,1090.65,MALE,High School,exec-managerial,golf,unmarried,16/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,Honda,Civic,2010,53400
123,31,756459,IN,500,1326,FEMALE,Associate,prof-specialty,basketball,wife,17/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,Mercedes,ML350,2009,72120
231,43,655787,IL,2000,972.47,MALE,College,protective-serv,reading,wife,01/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,Audi,A3,2010,77100
247,39,419954,IL,500,806.31,FEMALE,College,handlers-cleaners,dancing,wife,25/02/2015,Parked Car,?,Trivial Damage,Police,3,1,Dodge,RAM,2003,3300
194,35,275092,IL,500,1416.24,FEMALE,MD,adm-clerical,golf,not-in-family,26/02/2015,Parked Car,?,Minor Damage,None,7,1,Nissan,Pathfinder,2003,5940
119,27,515698,IN,2000,1097.64,MALE,High School,transport-moving,video-games,other-relative,06/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,Accura,TL,2006,63720
259,43,132871,IL,500,947.75,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,03/02/2015,Vehicle Theft,?,Trivial Damage,Police,15,1,Audi,A5,2008,7680
107,31,714929,IL,2000,1018.73,MALE,Associate,handlers-cleaners,yachting,own-child,27/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,Honda,CRV,2001,93730
48,44,297816,IL,2000,1400.74,MALE,College,sales,base-jumping,other-relative,21/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,Jeep,Wrangler,2013,87300
267,40,426708,IL,500,1155.53,MALE,JD,transport-moving,camping,wife,24/01/2015,Parked Car,?,Trivial Damage,Police,5,1,Ford,F150,1997,5670
286,47,615047,IN,500,1386.93,MALE,High School,priv-house-serv,bungie-jumping,husband,17/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,Accura,TL,2001,65800
175,34,771236,OH,500,915.29,FEMALE,JD,handlers-cleaners,base-jumping,wife,23/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,Honda,Accord,2009,36720
111,29,235869,IL,500,1239.55,FEMALE,PhD,farming-fishing,kayaking,own-child,09/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,Mercedes,ML350,1996,52800
151,37,931625,IN,500,1366.42,FEMALE,Associate,protective-serv,cross-fit,unmarried,15/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,Nissan,Maxima,1998,59100
156,37,371635,OH,1000,1086.48,MALE,Associate,machine-op-inspct,hiking,unmarried,16/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,Suburu,Legacy,1999,77440
165,36,427199,IL,2000,1247.87,MALE,Masters,armed-forces,golf,husband,14/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,BMW,3 Series,2008,45700
253,41,261315,OH,2000,1312.75,FEMALE,PhD,sales,dancing,other-relative,01/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,Toyota,Camry,2014,80740
10,26,582973,IN,2000,765.64,MALE,MD,sales,base-jumping,not-in-family,16/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,Honda,Accord,2001,31350
158,33,278091,OH,2000,1327.41,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,04/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,Suburu,Legacy,2012,35000
436,59,153154,OH,1000,1338.55,MALE,PhD,protective-serv,board-games,own-child,12/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,Toyota,Corolla,2014,68000
91,30,515217,IL,2000,1316.63,FEMALE,Masters,machine-op-inspct,golf,unmarried,08/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,BMW,X6,2009,84500
256,42,860497,IL,1000,1286.44,FEMALE,MD,transport-moving,bungie-jumping,wife,22/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,Nissan,Ultima,1998,75500
274,46,351741,OH,1000,1372.18,MALE,High School,exec-managerial,bungie-jumping,not-in-family,13/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,BMW,X5,2009,90600
275,45,403737,IN,2000,1447.77,FEMALE,Associate,adm-clerical,camping,wife,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,Accura,MDX,1998,64320
1,33,162004,IL,500,903.32,FEMALE,High School,transport-moving,yachting,not-in-family,19/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,Toyota,Highlander,2006,31700
85,30,740384,IN,1000,1454.42,MALE,Associate,protective-serv,reading,other-relative,31/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,Suburu,Forrestor,2006,74280
233,37,876714,IL,2000,1603.42,FEMALE,High School,sales,video-games,wife,06/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,Toyota,Corolla,2005,80520
142,30,951543,IN,2000,1616.58,MALE,JD,adm-clerical,polo,husband,04/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,Dodge,RAM,2010,63600
266,44,576723,IL,500,1611.83,MALE,High School,handlers-cleaners,movies,husband,02/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,BMW,3 Series,2012,32800
350,50,391003,OH,500,889.13,FEMALE,Masters,priv-house-serv,board-games,other-relative,26/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,Audi,A3,2015,44190
97,26,225865,IL,1000,1252.08,MALE,College,exec-managerial,sleeping,not-in-family,08/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,Honda,CRV,2000,50400
399,55,984948,IL,2000,995.56,MALE,JD,tech-support,sleeping,not-in-family,07/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,Nissan,Pathfinder,2010,88400
305,49,890328,IL,2000,1347.92,FEMALE,High School,farming-fishing,bungie-jumping,own-child,17/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,Volkswagen,Jetta,2003,66550
276,47,803294,IN,1000,1724.09,MALE,PhD,craft-repair,yachting,own-child,12/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,Chevrolet,Tahoe,2014,65780
257,40,414913,IN,500,1379.93,MALE,MD,armed-forces,base-jumping,husband,01/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,Audi,A3,2002,51810
78,31,414519,IN,1000,1554.64,MALE,PhD,protective-serv,board-games,own-child,03/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,Honda,CRV,2009,55660
129,28,818413,OH,1000,1377.94,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,21/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,Toyota,Camry,2005,44640
283,46,487356,IL,2000,1313.33,FEMALE,PhD,transport-moving,reading,husband,09/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,Nissan,Maxima,2004,77660
85,25,159768,IN,500,1259.02,FEMALE,JD,tech-support,base-jumping,unmarried,16/02/2015,Parked Car,?,Trivial Damage,None,8,1,Nissan,Ultima,2005,5640
101,26,865839,IL,1000,1371.88,FEMALE,MD,prof-specialty,reading,husband,04/02/2015,Parked Car,?,Trivial Damage,None,4,1,Suburu,Legacy,1995,3190
96,30,406567,OH,500,1399.27,MALE,College,prof-specialty,hiking,wife,24/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,Ford,Escape,2004,53440
121,31,623032,IL,1000,1061.98,FEMALE,JD,armed-forces,camping,unmarried,01/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,BMW,3 Series,2002,65250
176,39,935442,OH,500,1365.46,MALE,College,armed-forces,sleeping,unmarried,05/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,Chevrolet,Silverado,2008,44280
159,37,106873,IL,1000,894.4,MALE,Associate,tech-support,camping,wife,07/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,Dodge,RAM,1999,70290
120,30,563878,IN,500,956.69,FEMALE,Associate,priv-house-serv,movies,husband,06/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,Saab,92x,2000,87100
212,35,620855,IN,2000,1123.89,MALE,MD,priv-house-serv,video-games,unmarried,21/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,Suburu,Forrestor,1996,50380
290,45,583169,IL,500,1085.03,FEMALE,JD,sales,cross-fit,wife,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,Audi,A3,2014,64800
299,42,337677,OH,2000,1437.33,FEMALE,Associate,craft-repair,movies,wife,24/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,BMW,3 Series,2000,70400
66,26,445973,IL,1000,988.29,MALE,College,armed-forces,skydiving,own-child,02/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,Suburu,Impreza,2008,57860
334,47,156694,IL,500,1238.89,MALE,Masters,protective-serv,sleeping,other-relative,31/01/2015,Vehicle Theft,?,Minor Damage,None,3,1,Ford,Fusion,2011,6240
216,38,421940,IN,1000,1384.64,FEMALE,Associate,tech-support,board-games,unmarried,09/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,Jeep,Grand Cherokee,2012,66600
86,28,613226,IN,2000,1595.07,MALE,PhD,transport-moving,hiking,unmarried,23/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,Jeep,Wrangler,2002,70920
429,56,804410,OH,1000,1127.89,MALE,Associate,machine-op-inspct,skydiving,own-child,28/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,Suburu,Forrestor,2002,39480
257,43,553565,IN,2000,929.7,FEMALE,PhD,handlers-cleaners,base-jumping,husband,14/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,Mercedes,E400,2005,63240
15,34,399524,IL,1000,1829.63,MALE,JD,tech-support,cross-fit,not-in-family,03/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,Audi,A5,2009,67650
230,39,331595,IL,1000,904.7,FEMALE,MD,craft-repair,bungie-jumping,unmarried,17/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,Accura,TL,2002,74200
250,43,380067,OH,1000,1243.84,FEMALE,JD,tech-support,polo,own-child,30/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,Volkswagen,Jetta,2011,64900
270,44,701521,IL,2000,1030.95,FEMALE,Associate,machine-op-inspct,paintball,other-relative,03/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,Audi,A3,2007,35900
65,26,360770,IN,500,1285.03,FEMALE,High School,craft-repair,camping,unmarried,03/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,Honda,CRV,2011,52200
475,57,958785,OH,500,1216.56,MALE,Masters,adm-clerical,skydiving,own-child,31/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,Suburu,Forrestor,2000,78000
77,27,797934,IN,2000,966.26,FEMALE,High School,adm-clerical,base-jumping,own-child,06/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,Volkswagen,Passat,1995,67200
256,43,883980,OH,500,1203.17,FEMALE,MD,prof-specialty,golf,unmarried,06/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,Nissan,Ultima,1997,63250
229,37,340614,IL,2000,1212.12,FEMALE,MD,craft-repair,paintball,not-in-family,29/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,Ford,Fusion,1995,68760
110,28,435784,OH,1000,1573.93,MALE,College,other-service,movies,other-relative,07/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,Suburu,Impreza,2010,65040
177,33,563837,IL,1000,1609.67,MALE,College,adm-clerical,yachting,wife,20/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,Jeep,Grand Cherokee,2004,82800
292,44,200827,OH,500,1097.57,MALE,PhD,priv-house-serv,basketball,unmarried,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,Saab,93,2005,61700
451,61,533941,IN,2000,1618.65,FEMALE,Associate,transport-moving,polo,unmarried,04/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,Chevrolet,Tahoe,1997,78100
61,24,265026,IN,500,922.67,FEMALE,College,priv-house-serv,paintball,other-relative,12/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,Toyota,Highlander,2011,65520
150,30,354481,IN,1000,1342.02,MALE,MD,prof-specialty,polo,own-child,28/02/2015,Parked Car,?,Trivial Damage,None,8,1,Saab,93,1999,4500
283,41,566720,OH,500,1195.01,FEMALE,Associate,sales,reading,own-child,08/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,Mercedes,ML350,2011,42700
291,46,832746,OH,1000,994.74,FEMALE,High School,adm-clerical,polo,own-child,25/01/2015,Parked Car,?,Minor Damage,Police,8,1,Volkswagen,Passat,2005,5580
162,31,386690,IN,1000,1050.24,FEMALE,Masters,adm-clerical,chess,wife,26/02/2015,Parked Car,?,Minor Damage,None,7,1,BMW,X5,2013,3600
154,36,979285,IL,2000,1313.51,FEMALE,Masters,exec-managerial,dancing,own-child,03/02/2015,Vehicle Theft,?,Trivial Damage,None,9,1,Volkswagen,Passat,2015,2800
289,47,594722,OH,2000,1102.29,FEMALE,Associate,adm-clerical,hiking,own-child,31/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,15,1,Toyota,Highlander,1996,54000
10,19,216738,IN,1000,1185.78,FEMALE,JD,craft-repair,yachting,wife,01/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,Accura,TL,2011,48950
309,47,369048,IL,500,1527.95,MALE,PhD,exec-managerial,hiking,other-relative,21/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,Dodge,RAM,2002,77800
396,57,514424,IN,1000,1366.39,MALE,High School,protective-serv,exercise,other-relative,30/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,Saab,93,1995,52560
273,41,954191,OH,1000,1403.9,FEMALE,PhD,farming-fishing,dancing,own-child,31/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,Honda,Accord,2015,44110
129,30,150181,IL,2000,927.23,FEMALE,PhD,sales,video-games,husband,13/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,Suburu,Forrestor,2009,74360
140,31,388671,OH,2000,1554.86,FEMALE,JD,armed-forces,base-jumping,wife,16/02/2015,Parked Car,?,Minor Damage,None,2,1,Honda,Civic,2002,6120
419,53,457244,IL,2000,736.07,MALE,College,transport-moving,chess,unmarried,04/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,Suburu,Forrestor,2012,62280
315,44,206667,IL,1000,974.16,FEMALE,Masters,sales,reading,other-relative,07/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,Volkswagen,Jetta,2006,26730
72,29,745200,OH,500,973.8,FEMALE,Associate,craft-repair,exercise,own-child,16/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,Dodge,Neon,2013,66200
32,26,412703,OH,2000,1260.32,MALE,JD,other-service,polo,not-in-family,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,Toyota,Corolla,2009,45500
230,41,736771,IN,1000,1464.03,MALE,JD,transport-moving,sleeping,own-child,08/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,Audi,A3,2006,53040
157,32,347984,OH,2000,617.11,MALE,College,other-service,reading,other-relative,02/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,Mercedes,E400,2013,50800
265,41,626074,IN,2000,1724.46,FEMALE,Associate,craft-repair,sleeping,own-child,13/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,Audi,A5,2014,44200
47,34,218109,IL,500,1161.31,FEMALE,PhD,exec-managerial,base-jumping,other-relative,07/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,Chevrolet,Malibu,2012,62920
113,29,999435,OH,2000,1091.73,MALE,PhD,exec-managerial,golf,not-in-family,05/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,Nissan,Ultima,2004,49950
289,46,858060,IL,2000,1209.07,MALE,JD,armed-forces,chess,unmarried,28/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,BMW,3 Series,1995,56430
254,41,500384,IL,2000,1241.04,FEMALE,Masters,protective-serv,board-games,own-child,04/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,Audi,A5,2014,100210
115,30,903785,OH,500,1757.21,MALE,High School,prof-specialty,base-jumping,wife,02/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,Ford,F150,2007,49140
236,38,873859,OH,1000,802.24,FEMALE,College,other-service,paintball,not-in-family,23/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,Mercedes,E400,2014,66840
7,21,204294,IN,1000,1342.72,MALE,Associate,machine-op-inspct,camping,wife,10/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,Honda,Accord,2003,62460
208,36,467106,OH,2000,1209.41,MALE,JD,machine-op-inspct,base-jumping,wife,16/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,Nissan,Ultima,1999,62810
126,33,357713,OH,1000,1141.71,FEMALE,JD,priv-house-serv,sleeping,own-child,04/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,Suburu,Legacy,2009,54160
48,35,890026,IL,500,1090.03,FEMALE,JD,exec-managerial,golf,unmarried,30/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,Saab,92x,2005,48400
297,48,751612,IN,1000,1464.73,MALE,PhD,exec-managerial,golf,other-relative,25/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,Toyota,Highlander,2013,51480
160,36,876680,OH,1000,1118.58,FEMALE,High School,prof-specialty,board-games,husband,22/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,Saab,95,2003,51700
406,58,756981,OH,2000,1117.04,MALE,MD,exec-managerial,video-games,own-child,01/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,Volkswagen,Jetta,2009,65520
157,31,121439,IN,500,1257.83,MALE,High School,farming-fishing,reading,own-child,14/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,Accura,TL,2011,47700
146,31,411289,OH,2000,1082.72,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,15/01/2015,Vehicle Theft,?,Minor Damage,None,3,1,Accura,MDX,2015,5220
409,57,538466,IN,1000,1191.8,MALE,High School,protective-serv,exercise,unmarried,06/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,Ford,Fusion,2012,73320
252,46,932097,IN,1000,1242.02,MALE,Masters,adm-clerical,dancing,wife,08/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,Jeep,Grand Cherokee,2003,74900
6,27,463727,OH,500,1075.71,FEMALE,High School,prof-specialty,dancing,unmarried,17/02/2015,Vehicle Theft,?,Trivial Damage,Police,7,1,Saab,95,2015,3190
103,33,552618,IN,1000,969.88,MALE,MD,armed-forces,exercise,own-child,21/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,Chevrolet,Malibu,2002,76920
369,53,936638,OH,2000,1459.93,FEMALE,Masters,priv-house-serv,video-games,not-in-family,09/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,Jeep,Wrangler,2012,77990
261,46,348814,IL,1000,1245.61,MALE,MD,transport-moving,base-jumping,own-child,12/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,Ford,Escape,2008,59670
159,33,944102,IN,2000,1462.76,FEMALE,College,craft-repair,skydiving,husband,24/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,Mercedes,C300,2004,44880
344,51,689901,IN,2000,1398.46,MALE,Associate,sales,skydiving,other-relative,02/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,Audi,A5,2004,82830
437,60,901083,OH,1000,1269.64,FEMALE,College,armed-forces,cross-fit,unmarried,14/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,Chevrolet,Silverado,2012,84480
65,30,396224,IN,500,1455.65,FEMALE,College,transport-moving,skydiving,wife,15/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,Honda,Civic,1999,79800
280,41,682178,OH,2000,1140.31,MALE,MD,adm-clerical,exercise,husband,28/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,Toyota,Corolla,1999,53020
269,45,596298,IN,500,1330.46,FEMALE,High School,machine-op-inspct,sleeping,wife,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,Suburu,Forrestor,2008,24200
275,40,253005,OH,2000,1190.6,MALE,Masters,exec-managerial,camping,unmarried,06/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,Chevrolet,Silverado,2001,43230
265,45,985924,OH,500,972.5,FEMALE,College,exec-managerial,cross-fit,unmarried,19/01/2015,Vehicle Theft,?,Trivial Damage,None,3,1,Ford,Escape,1995,3190
283,43,631565,IN,2000,1161.91,FEMALE,Associate,adm-clerical,polo,not-in-family,17/01/2015,Parked Car,?,Minor Damage,None,9,1,BMW,M5,2006,5850
84,29,630998,OH,1000,1117.17,FEMALE,High School,machine-op-inspct,video-games,not-in-family,12/02/2015,Parked Car,?,Trivial Damage,Police,6,1,BMW,3 Series,2005,6820
247,44,926665,OH,2000,1101.51,FEMALE,College,farming-fishing,camping,not-in-family,11/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,Chevrolet,Tahoe,2008,69480
56,29,302669,IL,1000,1523.17,MALE,Masters,prof-specialty,movies,own-child,21/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,Jeep,Grand Cherokee,1995,94560
210,39,620020,OH,1000,984.45,MALE,Associate,armed-forces,paintball,unmarried,02/01/2015,Vehicle Theft,?,Minor Damage,None,4,1,Dodge,RAM,1997,7800
108,32,439828,OH,2000,1257,FEMALE,High School,machine-op-inspct,basketball,unmarried,11/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,Suburu,Legacy,1999,61270
328,49,971295,OH,500,1434.51,FEMALE,Masters,transport-moving,bungie-jumping,wife,23/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,Mercedes,ML350,2005,71440
186,37,165565,OH,2000,1628,FEMALE,JD,priv-house-serv,exercise,unmarried,28/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,Jeep,Grand Cherokee,2009,55600
277,44,936543,IN,500,1412.31,MALE,High School,priv-house-serv,board-games,unmarried,01/02/2015,Vehicle Theft,?,Trivial Damage,Police,6,1,Jeep,Wrangler,2005,5000
138,33,296960,IL,500,1362.87,FEMALE,JD,exec-managerial,paintball,own-child,24/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,BMW,X5,2007,95810
208,41,501692,IN,1000,1134.68,FEMALE,College,tech-support,chess,husband,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,Volkswagen,Jetta,1996,69300
147,37,525224,IN,1000,1306.78,MALE,MD,prof-specialty,video-games,other-relative,14/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,Toyota,Camry,1995,81120
8,21,355085,IN,500,1021.9,MALE,High School,handlers-cleaners,hiking,husband,05/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,Toyota,Corolla,2012,91260
297,48,830729,IN,1000,1538.6,FEMALE,MD,other-service,kayaking,wife,11/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,Ford,Fusion,2004,60600
150,31,651948,IN,1000,1354.5,MALE,Masters,machine-op-inspct,base-jumping,husband,02/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,Suburu,Forrestor,2000,64800
4,34,424358,OH,500,1282.93,FEMALE,College,exec-managerial,basketball,other-relative,12/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,Chevrolet,Silverado,1996,66880
210,35,131478,IL,1000,1346.27,MALE,Masters,farming-fishing,cross-fit,not-in-family,03/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,BMW,X5,2013,58200
91,31,268833,IN,1000,1338.4,FEMALE,High School,priv-house-serv,polo,own-child,25/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,Nissan,Maxima,2011,60570
167,36,287489,IL,1000,949.44,FEMALE,Masters,exec-managerial,camping,other-relative,19/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,Mercedes,ML350,2008,69680
467,58,808153,IN,2000,977.4,MALE,Masters,transport-moving,bungie-jumping,own-child,03/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,Nissan,Maxima,2014,55700
264,47,687639,IN,2000,1181.46,FEMALE,JD,transport-moving,sleeping,other-relative,12/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,Dodge,Neon,2001,62370
270,45,497347,OH,500,1187.53,FEMALE,PhD,priv-house-serv,yachting,not-in-family,24/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,Saab,92x,2005,54340
310,48,439660,OH,1000,845.16,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,25/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,Audi,A5,2005,55170
143,34,847123,IL,500,1442.27,MALE,College,priv-house-serv,exercise,wife,17/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,Dodge,RAM,1999,58500
146,32,172307,OH,2000,1276.43,MALE,Associate,priv-house-serv,skydiving,own-child,09/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,Honda,CRV,1995,59940
102,28,810189,OH,500,1075.41,MALE,MD,machine-op-inspct,reading,wife,15/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,Dodge,Neon,1996,73400
61,23,432068,IL,500,1111.72,MALE,JD,exec-managerial,bungie-jumping,other-relative,25/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,Suburu,Legacy,1997,41850
255,44,903203,OH,2000,814.96,FEMALE,PhD,priv-house-serv,chess,not-in-family,05/02/2015,Parked Car,?,Trivial Damage,Police,7,1,Mercedes,ML350,2005,6400
211,40,253085,IL,1000,1575.86,FEMALE,PhD,other-service,sleeping,own-child,12/01/2015,Vehicle Theft,?,Trivial Damage,Police,3,1,Audi,A5,2004,3190
61,29,180720,IN,1000,1115.27,MALE,JD,handlers-cleaners,polo,unmarried,01/01/2015,Parked Car,?,Trivial Damage,None,10,1,Nissan,Pathfinder,2010,5900
108,31,492224,IN,2000,1175.7,MALE,Masters,protective-serv,yachting,not-in-family,19/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,Dodge,Neon,2006,57330
